,Field ID,Unnamed: 0,Unique Name,Question Stem,Data type,Full Answer,Select one/Toggle multiple/Enter integer answer,Category
658,1031.0,Frequency.of.friend.family.visits...Instance.0_1,WP11,How often do you visit friends or family or have them visit you?,Logical,1 : Almost daily,Select one answer,Psychosocial factors
659,1031.0,Frequency.of.friend.family.visits...Instance.0_2,WP11,How often do you visit friends or family or have them visit you?,Logical,2 : 2-4 times a week,Select one answer,Psychosocial factors
660,1031.0,Frequency.of.friend.family.visits...Instance.0_3,WP11,How often do you visit friends or family or have them visit you?,Logical,3 : About once a week,Select one answer,Psychosocial factors
661,1031.0,Frequency.of.friend.family.visits...Instance.0_4,WP11,How often do you visit friends or family or have them visit you?,Logical,4 : About once a month,Select one answer,Psychosocial factors
663,1031.0,Frequency.of.friend.family.visits...Instance.0_6,WP11,How often do you visit friends or family or have them visit you?,Logical,6 : Never or almost never,Select one answer,Psychosocial factors
664,1031.0,Frequency.of.friend.family.visits...Instance.0_7,WP11,How often do you visit friends or family or have them visit you?,Logical,7 : No friends/family outside household,Select one answer,Psychosocial factors
665,6160.0,Leisure.social.activities...Instance.0_1,WP12,"Which of the following do you attend once a week or more often?
(You can select more than one)",Logical,1 : Sports club or gym,Toggle multiple answer,Psychosocial factors
666,6160.0,Leisure.social.activities...Instance.0_2,WP12,"Which of the following do you attend once a week or more often?
(You can select more than one)",Logical,2 : Pub or social club,Toggle multiple answer,Psychosocial factors
668,6160.0,Leisure.social.activities...Instance.0_4,WP12,"Which of the following do you attend once a week or more often?
(You can select more than one)",Logical,4 : Adult education class,Toggle multiple answer,Psychosocial factors
670,6160.0,Leisure.social.activities...Instance.0_neg7,WP12,"Which of the following do you attend once a week or more often?
(You can select more than one)",Logical,-7 : None of the above,Select one answer,Psychosocial factors
671,2110.0,Able.to.confide...Instance.0_0,E1,How often are you able to confide in someone close to you?,Logical,0 : Never or almost never,Select one answer,Psychosocial factors
673,2110.0,Able.to.confide...Instance.0_2,E1,How often are you able to confide in someone close to you?,Logical,2 : About once a month,Select one answer,Psychosocial factors
674,2110.0,Able.to.confide...Instance.0_3,E1,How often are you able to confide in someone close to you?,Logical,3 : About once a week,Select one answer,Psychosocial factors
675,2110.0,Able.to.confide...Instance.0_4,E1,How often are you able to confide in someone close to you?,Logical,4 : 2-4 times a week,Select one answer,Psychosocial factors
676,2110.0,Able.to.confide...Instance.0_5,E1,How often are you able to confide in someone close to you?,Logical,5 : Almost daily,Select one answer,Psychosocial factors
677,1920.0,Mood.swings...Instance.0_0,P18,Does your mood often go up and down?,Logical,0 : No,Select one answer,Psychosocial factors
678,1920.0,Mood.swings...Instance.0_1,P18,Does your mood often go up and down?,Logical,1 : Yes,Select one answer,Psychosocial factors
681,1940.0,Irritability...Instance.0_0,P20,Are you an irritable person?,Logical,0 : No,Select one answer,Psychosocial factors
682,1940.0,Irritability...Instance.0_1,P20,Are you an irritable person?,Logical,1 : Yes,Select one answer,Psychosocial factors
685,1960.0,Fed.up.feelings...Instance.0_0,P22,Do you often feel 'fed-up'?,Logical,0 : No,Select one answer,Psychosocial factors
686,1960.0,Fed.up.feelings...Instance.0_1,P22,Do you often feel 'fed-up'?,Logical,1 : Yes,Select one answer,Psychosocial factors
691,1990.0,Tense....highly.strung....Instance.0_0,P25,Would you call yourself tense or 'highly strung'?,Logical,0 : No,Select one answer,Psychosocial factors
692,1990.0,Tense....highly.strung....Instance.0_1,P25,Would you call yourself tense or 'highly strung'?,Logical,1 : Yes,Select one answer,Psychosocial factors
693,2000.0,Worry.too.long.after.embarrassment...Instance.0_0,P26,Do you worry too long after an embarrassing experience?,Logical,0 : No,Select one answer,Psychosocial factors
694,2000.0,Worry.too.long.after.embarrassment...Instance.0_1,P26,Do you worry too long after an embarrassing experience?,Logical,1 : Yes,Select one answer,Psychosocial factors
695,2010.0,Suffer.from..nerves....Instance.0_0,P27,Do you suffer from 'nerves'?,Logical,0 : No,Select one answer,Psychosocial factors
696,2010.0,Suffer.from..nerves....Instance.0_1,P27,Do you suffer from 'nerves'?,Logical,1 : Yes,Select one answer,Psychosocial factors
697,2020.0,Loneliness..isolation...Instance.0_0,P28,Do you often feel lonely?,Logical,0 : No,Select one answer,Psychosocial factors
698,2020.0,Loneliness..isolation...Instance.0_1,P28,Do you often feel lonely?,Logical,1 : Yes,Select one answer,Psychosocial factors
701,2040.0,Risk.taking...Instance.0_0,P30,Would you describe yourself as someone who takes risks?,Logical,0 : No,Select one answer,Psychosocial factors
702,2040.0,Risk.taking...Instance.0_1,P30,Would you describe yourself as someone who takes risks?,Logical,1 : Yes,Select one answer,Psychosocial factors
740,2050.0,Frequency.of.depressed.mood.in.last.2.weeks...Instance.0_1,P1,"Over the past two weeks, how often have you felt down, depressed or hopeless?",Logical,1 : Not at all,Select one answer,Psychosocial factors
742,2050.0,Frequency.of.depressed.mood.in.last.2.weeks...Instance.0_3,P1,"Over the past two weeks, how often have you felt down, depressed or hopeless?",Logical,3 : More than half the days,Select one answer,Psychosocial factors
744,2060.0,Frequency.of.unenthusiasm...disinterest.in.last.2.weeks...Instance.0_1,P1A,"Over the past two weeks, how often have you had little interest or pleasure in doing things?",Logical,1 : Not at all,Select one answer,Psychosocial factors
745,2060.0,Frequency.of.unenthusiasm...disinterest.in.last.2.weeks...Instance.0_2,P1A,"Over the past two weeks, how often have you had little interest or pleasure in doing things?",Logical,2 : Several days,Select one answer,Psychosocial factors
746,2060.0,Frequency.of.unenthusiasm...disinterest.in.last.2.weeks...Instance.0_3,P1A,"Over the past two weeks, how often have you had little interest or pleasure in doing things?",Logical,3 : More than half the days,Select one answer,Psychosocial factors
747,2060.0,Frequency.of.unenthusiasm...disinterest.in.last.2.weeks...Instance.0_4,P1A,"Over the past two weeks, how often have you had little interest or pleasure in doing things?",Logical,4 : Nearly every day,Select one answer,Psychosocial factors
748,2070.0,Frequency.of.tenseness...restlessness.in.last.2.weeks...Instance.0_1,P2,"Over the past two weeks, how often have you felt tense, fidgety or restless?",Logical,1 : Not at all,Select one answer,Psychosocial factors
750,2070.0,Frequency.of.tenseness...restlessness.in.last.2.weeks...Instance.0_3,P2,"Over the past two weeks, how often have you felt tense, fidgety or restless?",Logical,3 : More than half the days,Select one answer,Psychosocial factors
751,2070.0,Frequency.of.tenseness...restlessness.in.last.2.weeks...Instance.0_4,P2,"Over the past two weeks, how often have you felt tense, fidgety or restless?",Logical,4 : Nearly every day,Select one answer,Psychosocial factors
752,2080.0,Frequency.of.tiredness...lethargy.in.last.2.weeks...Instance.0_1,P3,"Over the past two weeks, how often have you felt tired or had little energy?",Logical,1 : Not at all,Select one answer,Psychosocial factors
754,2080.0,Frequency.of.tiredness...lethargy.in.last.2.weeks...Instance.0_3,P3,"Over the past two weeks, how often have you felt tired or had little energy?",Logical,3 : More than half the days,Select one answer,Psychosocial factors
755,2080.0,Frequency.of.tiredness...lethargy.in.last.2.weeks...Instance.0_4,P3,"Over the past two weeks, how often have you felt tired or had little energy?",Logical,4 : Nearly every day,Select one answer,Psychosocial factors
756,2090.0,Seen.doctor..GP..for.nerves..anxiety..tension.or.depression...Instance.0_0,P4,"Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?",Logical,0 : No,Select one answer,Psychosocial factors
757,2090.0,Seen.doctor..GP..for.nerves..anxiety..tension.or.depression...Instance.0_1,P4,"Have you ever seen a general practitioner (GP) for nerves, anxiety, tension or depression?",Logical,1 : Yes,Select one answer,Psychosocial factors
758,2100.0,Seen.a.psychiatrist.for.nerves..anxiety..tension.or.depression...Instance.0_0,P5,"Have you ever seen a psychiatrist for nerves, anxiety, tension or depression?",Logical,0 : No,Select one answer,Psychosocial factors
759,2100.0,Seen.a.psychiatrist.for.nerves..anxiety..tension.or.depression...Instance.0_1,P5,"Have you ever seen a psychiatrist for nerves, anxiety, tension or depression?",Logical,1 : Yes,Select one answer,Psychosocial factors
790,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_1,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,"1 : Serious illness, injury or assault to yourself",Toggle multiple answer,Psychosocial factors
791,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_2,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,"2 : Serious illness, injury or assault of a close relative",Toggle multiple answer,Psychosocial factors
793,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_4,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,4 : Death of a spouse or partner,Toggle multiple answer,Psychosocial factors
794,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_5,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,5 : Marital separation/divorce,Toggle multiple answer,Psychosocial factors
795,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_6,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,6 : Financial difficulties,Toggle multiple answer,Psychosocial factors
796,6145.0,Illness..injury..bereavement..stress.in.last.2.years...Instance.0_neg7,E2,"In the last 2 years have you experienced any of the following?
(You can select more than one answer)",Logical,-7 : None of the above,Select one answer,Psychosocial factors
797,2207.0,Wears.glasses.or.contact.lenses...Instance.0_0,H5,Do you wear glasses or contact lenses to correct your vision?,Logical,0 : No,Select one answer,Health and medical history
798,2207.0,Wears.glasses.or.contact.lenses...Instance.0_1,H5,Do you wear glasses or contact lenses to correct your vision?,Logical,1 : Yes,Select one answer,Health and medical history
799,2217.0,Age.started.wearing.glasses.or.contact.lenses...Instance.0_Lower.third,H5AA,What age did you first start to wear glasses or contact lenses?,Logical,,Enter integer answer,Health and medical history
801,2217.0,Age.started.wearing.glasses.or.contact.lenses...Instance.0_Upper.third,H5AA,What age did you first start to wear glasses or contact lenses?,Logical,,Enter integer answer,Health and medical history
875,6149.0,Mouth.teeth.dental.problems...Instance.0_2,H7C,Do you have any of the following? (You can select more than one answer),Logical,2 : Painful gums,Toggle multiple answer,Health and medical history
876,6149.0,Mouth.teeth.dental.problems...Instance.0_3,H7C,Do you have any of the following? (You can select more than one answer),Logical,3 : Bleeding gums,Toggle multiple answer,Health and medical history
877,6149.0,Mouth.teeth.dental.problems...Instance.0_4,H7C,Do you have any of the following? (You can select more than one answer),Logical,4 : Loose teeth,Toggle multiple answer,Health and medical history
878,6149.0,Mouth.teeth.dental.problems...Instance.0_5,H7C,Do you have any of the following? (You can select more than one answer),Logical,5 : Toothache,Toggle multiple answer,Health and medical history
879,6149.0,Mouth.teeth.dental.problems...Instance.0_6,H7C,Do you have any of the following? (You can select more than one answer),Logical,6 : Dentures,Toggle multiple answer,Health and medical history
880,6149.0,Mouth.teeth.dental.problems...Instance.0_neg7,H7C,Do you have any of the following? (You can select more than one answer),Logical,-7 : None of the above,Select one answer,Health and medical history
881,2178.0,Overall.health.rating...Instance.0_1,H3,In general how would you rate your overall health?,Logical,1 : Excellent,Select one answer,Health and medical history
882,2178.0,Overall.health.rating...Instance.0_2,H3,In general how would you rate your overall health?,Logical,2 : Good,Select one answer,Health and medical history
883,2178.0,Overall.health.rating...Instance.0_3,H3,In general how would you rate your overall health?,Logical,3 : Fair,Select one answer,Health and medical history
884,2178.0,Overall.health.rating...Instance.0_4,H3,In general how would you rate your overall health?,Logical,4 : Poor,Select one answer,Health and medical history
885,2188.0,Long.standing.illness..disability.or.infirmity...Instance.0_0,H4,"Do you have any long-standing illness, disability or
infirmity?",Logical,0 : No,Select one answer,Health and medical history
886,2188.0,Long.standing.illness..disability.or.infirmity...Instance.0_1,H4,"Do you have any long-standing illness, disability or
infirmity?",Logical,1 : Yes,Select one answer,Health and medical history
887,2296.0,Falls.in.the.last.year...Instance.0_1,H8,In the last year have you had any falls?,Logical,1 : No falls,Select one answer,Health and medical history
888,2296.0,Falls.in.the.last.year...Instance.0_2,H8,In the last year have you had any falls?,Logical,2 : Only one fall,Select one answer,Health and medical history
889,2296.0,Falls.in.the.last.year...Instance.0_3,H8,In the last year have you had any falls?,Logical,3 : More than one fall,Select one answer,Health and medical history
890,2306.0,Weight.change.compared.with.1.year.ago...Instance.0_0,H9,"Compared with one year ago, has your weight changed?",Logical,0 : No - weigh about the same,Select one answer,Health and medical history
892,2306.0,Weight.change.compared.with.1.year.ago...Instance.0_3,H9,"Compared with one year ago, has your weight changed?",Logical,3 : Yes - lost weight,Select one answer,Health and medical history
893,2316.0,Wheeze.or.whistling.in.the.chest.in.last.year...Instance.0_0,SY2,In the last year have you ever had wheeze or whistling in the chest?,Logical,0 : No,Select one answer,Health and medical history
894,2316.0,Wheeze.or.whistling.in.the.chest.in.last.year...Instance.0_1,SY2,In the last year have you ever had wheeze or whistling in the chest?,Logical,1 : Yes,Select one answer,Health and medical history
918,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_1,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,1 : Headache,Toggle multiple answer,Health and medical history
920,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_3,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,3 : Neck or shoulder pain,Toggle multiple answer,Health and medical history
921,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_4,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,4 : Back pain,Toggle multiple answer,Health and medical history
922,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_5,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,5 : Stomach or abdominal pain,Toggle multiple answer,Health and medical history
923,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_6,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,6 : Hip pain,Toggle multiple answer,Health and medical history
924,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_7,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,7 : Knee pain,Toggle multiple answer,Health and medical history
925,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_8,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,8 : Pain all over the body,Toggle multiple answer,Health and medical history
926,6159.0,Pain.type.s..experienced.in.last.month...Instance.0_neg7,SY5,"In the last month have you experienced any of the following that interfered with your usual activities?
(You can select more than one answer)",Logical,-7 : None of the above,Select one answer,Health and medical history
927,3799.0,Headaches.for.3..months...Instance.0_0,SY5B1,Have you had headaches for more than 3 months?,Logical,0 : No,Select one answer,Health and medical history
930,4067.0,Facial.pains.for.3..months...Instance.0_1,SY5B2,Have you had facial pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
932,3404.0,Neck.shoulder.pain.for.3..months...Instance.0_1,SY5B3,Have you had neck or shoulder pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
934,3571.0,Back.pain.for.3..months...Instance.0_1,SY5B4,Have you had back pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
936,3741.0,Stomach.abdominal.pain.for.3..months...Instance.0_1,SY5B5,Have you had stomach or abdominal pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
937,3414.0,Hip.pain.for.3..months...Instance.0_0,SY5B6,Have you had hip pains for more than 3 months?,Logical,0 : No,Select one answer,Health and medical history
938,3414.0,Hip.pain.for.3..months...Instance.0_1,SY5B6,Have you had hip pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
940,3773.0,Knee.pain.for.3..months...Instance.0_1,SY5B7,Have you had knee pains for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
941,2956.0,General.pain.for.3..months...Instance.0_0,SY5B8,Have you had pains all over the body for more than 3 months?,Logical,0 : No,Select one answer,Health and medical history
942,2956.0,General.pain.for.3..months...Instance.0_1,SY5B8,Have you had pains all over the body for more than 3 months?,Logical,1 : Yes,Select one answer,Health and medical history
943,2335.0,Chest.pain.or.discomfort...Instance.0_0,SY1,Do you ever have any pain or discomfort in your chest?,Logical,0 : No,Select one answer,Health and medical history
944,2335.0,Chest.pain.or.discomfort...Instance.0_1,SY1,Do you ever have any pain or discomfort in your chest?,Logical,1 : Yes,Select one answer,Health and medical history
945,3606.0,Chest.pain.or.discomfort.walking.normally...Instance.0_0,SY1A,Do you get this pain or discomfort when you walk at an ordinary pace on the level?,Logical,0 : No,Select one answer,Health and medical history
946,3606.0,Chest.pain.or.discomfort.walking.normally...Instance.0_1,SY1A,Do you get this pain or discomfort when you walk at an ordinary pace on the level?,Logical,1 : Yes,Select one answer,Health and medical history
947,3751.0,Chest.pain.or.discomfort.when.walking.uphill.or.hurrying...Instance.0_0,SY1B,Do you get this pain or discomfort when you walk uphill or hurry?,Logical,0 : No,Select one answer,Health and medical history
948,3751.0,Chest.pain.or.discomfort.when.walking.uphill.or.hurrying...Instance.0_1,SY1B,Do you get this pain or discomfort when you walk uphill or hurry?,Logical,1 : Yes,Select one answer,Health and medical history
949,3616.0,Chest.pain.due.to.walking.ceases.when.standing.still...Instance.0_0,SY1C,Does this chest pain go away when you stand still?,Logical,0 : No,Select one answer,Health and medical history
950,3616.0,Chest.pain.due.to.walking.ceases.when.standing.still...Instance.0_1,SY1C,Does this chest pain go away when you stand still?,Logical,1 : Yes,Select one answer,Health and medical history
951,2345.0,Ever.had.bowel.cancer.screening...Instance.0_0,H10,"Have you ever had a screening test for bowel (colorectal) cancer?
(Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)",Logical,0 : No,Select one answer,Health and medical history
952,2345.0,Ever.had.bowel.cancer.screening...Instance.0_1,H10,"Have you ever had a screening test for bowel (colorectal) cancer?
(Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy)",Logical,1 : Yes,Select one answer,Health and medical history
953,2355.0,Most.recent.bowel.cancer.screening...Instance.0_Lower.third,H10A,How many years ago was the most recent one of these tests?,Logical,,Enter integer answer,Health and medical history
954,2355.0,Most.recent.bowel.cancer.screening...Instance.0_Middle.third,H10A,How many years ago was the most recent one of these tests?,Logical,,Enter integer answer,Health and medical history
955,2355.0,Most.recent.bowel.cancer.screening...Instance.0_Upper.third,H10A,How many years ago was the most recent one of these tests?,Logical,,Enter integer answer,Health and medical history
958,3809.0,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Lower.third,MH3,How many years ago was your last test?,Logical,,Enter integer answer,Health and medical history
959,3809.0,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Middle.third,MH3,How many years ago was your last test?,Logical,,Enter integer answer,Health and medical history
960,3809.0,Time.since.last.prostate.specific.antigen..PSA..test...Instance.0_Upper.third,MH3,How many years ago was your last test?,Logical,,Enter integer answer,Health and medical history
961,,Combined.sex.major.operations_0,OP1M & OP1W,"Have you had any major operations? (For example, operations that required an overnight stay in hospital)",Logical,0 : No,Select one answer,Health and medical history
962,,Combined.sex.major.operations_1,OP1M & OP1W,"Have you had any major operations? (For example, operations that required an overnight stay in hospital)",Logical,1 : Yes,Select one answer,Health and medical history
963,6150.0,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_1,L1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,1 : Heart attack,Toggle multiple answer,Health and medical history
964,6150.0,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_2,L1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,2 : Angina,Toggle multiple answer,Health and medical history
965,6150.0,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_3,L1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,3 : Stroke,Toggle multiple answer,Health and medical history
966,6150.0,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_4,L1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,4 : High blood pressure,,Health and medical history
967,6150.0,Vascular.heart.problems.diagnosed.by.doctor...Instance.0_neg7,L1,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,-7 : None of the above,Select one answer,Health and medical history
968,3894.0,Age.heart.attack.diagnosed...Instance.0_Lower.third,L1A1,What was your age when the heart attack was first diagnosed?,Logical,,Enter integer answer,Health and medical history
969,3894.0,Age.heart.attack.diagnosed...Instance.0_Middle.third,L1A1,What was your age when the heart attack was first diagnosed?,Logical,,Enter integer answer,Health and medical history
970,3894.0,Age.heart.attack.diagnosed...Instance.0_Upper.third,L1A1,What was your age when the heart attack was first diagnosed?,Logical,,Enter integer answer,Health and medical history
971,3627.0,Age.angina.diagnosed...Instance.0_Lower.third,L1A2,What was your age when the angina was first diagnosed?,Logical,,Enter integer answer,Health and medical history
972,3627.0,Age.angina.diagnosed...Instance.0_Middle.third,L1A2,What was your age when the angina was first diagnosed?,Logical,,Enter integer answer,Health and medical history
973,3627.0,Age.angina.diagnosed...Instance.0_Upper.third,L1A2,What was your age when the angina was first diagnosed?,Logical,,Enter integer answer,Health and medical history
974,4056.0,Age.stroke.diagnosed...Instance.0_Lower.third,L1A3,What was your age when the stroke was first diagnosed?,Logical,,Enter integer answer,Health and medical history
975,4056.0,Age.stroke.diagnosed...Instance.0_Middle.third,L1A3,What was your age when the stroke was first diagnosed?,Logical,,Enter integer answer,Health and medical history
976,4056.0,Age.stroke.diagnosed...Instance.0_Upper.third,L1A3,What was your age when the stroke was first diagnosed?,Logical,,Enter integer answer,Health and medical history
977,2966.0,Age.high.blood.pressure.diagnosed...Instance.0_Lower.third,L1A4,What was your age when the high blood pressure was first diagnosed?,Logical,,Enter integer answer,Health and medical history
978,2966.0,Age.high.blood.pressure.diagnosed...Instance.0_Middle.third,L1A4,What was your age when the high blood pressure was first diagnosed?,Logical,,Enter integer answer,Health and medical history
979,2966.0,Age.high.blood.pressure.diagnosed...Instance.0_Upper.third,L1A4,What was your age when the high blood pressure was first diagnosed?,Logical,,Enter integer answer,Health and medical history
980,6152.0,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_5,L2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,5 : Blood clot in the leg (DVT),Toggle multiple answer,Health and medical history
981,6152.0,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_6,L2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,6 : Emphysema/chronic,Toggle multiple answer,Health and medical history
982,6152.0,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_7,L2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,7 : Blood clot in the lung bronchitis,Toggle multiple answer,Health and medical history
983,6152.0,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_8,L2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,8 : Asthma,Toggle multiple answer,Health and medical history
984,6152.0,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_9,L2,Has a doctor ever told you that you have had any of the following conditions? (You can select more than one answer),Logical,"9 : Hayfever, allergic rhinitis or eczema",Toggle multiple answer,Health and medical history
986,4012.0,Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Lower.third,L2A5,What was your age when the blood clot in the leg (DVT) was first diagnosed?,Logical,,Enter integer answer,Health and medical history
987,4012.0,Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Middle.third,L2A5,What was your age when the blood clot in the leg (DVT) was first diagnosed?,Logical,,Enter integer answer,Health and medical history
988,4012.0,Age.deep.vein.thrombosis..DVT..blood.clot.in.leg..diagnosed...Instance.0_Upper.third,L2A5,What was your age when the blood clot in the leg (DVT) was first diagnosed?,Logical,,Enter integer answer,Health and medical history
989,4022.0,Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Lower.third,L2A7,What was your age when the blood clot in the lung was first diagnosed?,Logical,,Enter integer answer,Health and medical history
990,4022.0,Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Middle.third,L2A7,What was your age when the blood clot in the lung was first diagnosed?,Logical,,Enter integer answer,Health and medical history
991,4022.0,Age.pulmonary.embolism..blood.clot.in.lung..diagnosed...Instance.0_Upper.third,L2A7,What was your age when the blood clot in the lung was first diagnosed?,Logical,,Enter integer answer,Health and medical history
992,3992.0,Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Lower.third,L2A6,What was your age when the emphysema/chronic bronchitis was first diagnosed?,Logical,,Enter integer answer,Health and medical history
993,3992.0,Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Middle.third,L2A6,What was your age when the emphysema/chronic bronchitis was first diagnosed?,Logical,,Enter integer answer,Health and medical history
994,3992.0,Age.emphysema.chronic.bronchitis.diagnosed...Instance.0_Upper.third,L2A6,What was your age when the emphysema/chronic bronchitis was first diagnosed?,Logical,,Enter integer answer,Health and medical history
995,3786.0,Age.asthma.diagnosed...Instance.0_Lower.third,L2A8,What was your age when the asthma was first diagnosed?,Logical,,Enter integer answer,Health and medical history
997,3786.0,Age.asthma.diagnosed...Instance.0_Upper.third,L2A8,What was your age when the asthma was first diagnosed?,Logical,,Enter integer answer,Health and medical history
998,3761.0,Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Lower.third,L2A9,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",Logical,,Enter integer answer,Health and medical history
999,3761.0,Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Middle.third,L2A9,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",Logical,,Enter integer answer,Health and medical history
1000,3761.0,Age.hay.fever..rhinitis.or.eczema.diagnosed...Instance.0_Upper.third,L2A9,"What was your age when the hayfever, rhinitis or eczema was first diagnosed?",Logical,,Enter integer answer,Health and medical history
1001,2443.0,Diabetes.diagnosed.by.doctor...Instance.0_0,L3,Has a doctor ever told you that you have diabetes?,Logical,0 : No,Select one answer,Health and medical history
1002,2443.0,Diabetes.diagnosed.by.doctor...Instance.0_1,L3,Has a doctor ever told you that you have diabetes?,Logical,1 : Yes,Select one answer,Health and medical history
1003,4041.0,Gestational.diabetes.only...Instance.0_0,L3A,Did you only have diabetes during pregnancy?,Logical,0 : No,Select one answer,Health and medical history
1005,4041.0,Gestational.diabetes.only...Instance.0_neg2,L3A,Did you only have diabetes during pregnancy?,Logical,-2 : Not applicable,Select one answer,Health and medical history
1006,2976.0,Age.diabetes.diagnosed...Instance.0_Lower.third,L3B,What was your age when the diabetes was first diagnosed?,Logical,,Enter integer answer,Health and medical history
1007,2976.0,Age.diabetes.diagnosed...Instance.0_Middle.third,L3B,What was your age when the diabetes was first diagnosed?,Logical,,Enter integer answer,Health and medical history
1008,2976.0,Age.diabetes.diagnosed...Instance.0_Upper.third,L3B,What was your age when the diabetes was first diagnosed?,Logical,,Enter integer answer,Health and medical history
1009,2986.0,Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_0,L3C,Did you start insulin within one year of your diagnosis of diabetes?,Logical,0 : No,Select one answer,Health and medical history
1010,2986.0,Started.insulin.within.one.year.diagnosis.of.diabetes...Instance.0_1,L3C,Did you start insulin within one year of your diagnosis of diabetes?,Logical,1 : Yes,Select one answer,Health and medical history
1011,2453.0,Cancer.diagnosed.by.doctor...Instance.0_0,L4,Has a doctor ever told you that you have had cancer?,Logical,0 : No,Select one answer,Health and medical history
1012,2453.0,Cancer.diagnosed.by.doctor...Instance.0_1,L4,Has a doctor ever told you that you have had cancer?,Logical,1 : Yes,Select one answer,Health and medical history
